 x,   y
   0.0000000000000000      ,   493.00000000000000     
   4.1666666666666664E-002 ,   484.66666666666669     
   8.3333333333333329E-002 ,   476.33333333333331     
  0.12500000000000000      ,   467.99999999999994     
  0.16666666666666666      ,   459.66666666666680     
  0.20833333333333331      ,   451.33333333333320     
  0.25000000000000000      ,   443.00000000000023     
  0.29166666666666663      ,   434.66666666666652     
  0.33333333333333331      ,   426.33333333333366     
  0.37500000000000000      ,   417.99999999999983     
  0.41666666666666663      ,   409.66666666666703     
  0.45833333333333331      ,   401.33333333333320     
  0.50000000000000000      ,   393.00000000000040     
  0.54166666666666663      ,   384.66666666666657     
  0.58333333333333326      ,   376.33333333333371     
  0.62500000000000000      ,   367.99999999999994     
  0.66666666666666663      ,   359.66666666666697     
  0.70833333333333326      ,   351.33333333333331     
  0.75000000000000000      ,   343.00000000000023     
  0.79166666666666663      ,   334.66666666666669     
  0.83333333333333326      ,   326.33333333333348     
  0.87500000000000000      ,   318.00000000000000     
  0.91666666666666663      ,   309.66666666666674     
  0.95833333333333326      ,   301.33333333333331     
   1.0000000000000000      ,   293.00000000000000     
